#LungCancer_500	AD-043T2-A7-1	AD-111T2-A8-1	AD-114T1-A9-1 *	AD-115T1-A12-1 *	AD-118t1-A13-1	AD-119t3-A195-8	AD-120t1-A226-8 *	AD-122t3-A197-8	AD-123T1-A25-1 *	AD-127T1-A14-1	AD-130T1-A1-1	AD-131T1-A15-A200-1*	AD-136t2-A201-8	AD-157T1-A246-10 *	AD-158t1-A247-10 *	AD-159t1-A229-8	AD-162t2-A230-8	AD-163t1-A203-8 *	AD-164t1a-A206-8 *	AD-167t1 (d dup)-A210-8 *	AD-169t2-A211-8 *	AD-170t1-A251-10 **	AD-172t2-A213-8 *	AD-173T1a-A23-1	AD-177T1-A21-1	AD-178T2-A22-1 *	AD-179t1(d dup)-A214-8 *	AD-183t1-A215-8 *	AD-185t2-A232-8	AD-186T1-A27-1	AD-187T1-A11-1 *	AD-188t1-A216-8	AD-201t1-A138-4	AD-202t2-A139-4	AD-203t1-A140-4 *	AD-207t1-A142-4	AD-208t1-A143-4	AD-210t1-A144-4	AD-212t1-A145-4	AD-213t1-A146-4	AD-218t1-A147-4	AD-221t1-A148-4	AD-224t1-A149-4	AD-225t1-A150-4	AD-226t2-A151-4	AD-228t2-A152-4 *	AD-230t1-A153-4	AD-232t1-A154-4	AD-234t1(dup)-A155-4	AD-236t1-A156-4	AD-238t2x-A157-4	AD-239t1-A158-4	AD-240t1-A159-4	AD-241t1x-A160-4	AD-243t1x-A161-4 *	AD-247t1-A164-4	AD-249t1x (d)-A165-4	AD-250t1-A166-4	AD-252t1-A167-4	AD-253t1-A168-4	AD-255t1a-A169-4 **	AD-258t1a-A170-4 ***	AD-259t1-A171-4	AD-260t1a-A172-4 *	AD-261t1b-A173-4	AD-262t1a-A259-10 *	AD-266t1-A90-3	AD-267t1-A91-3	AD-268t1(dup b4)-A93-3 **	AD-269t1-A94-3	AD-275t1-A95-3	AD-276t1(dup b4)-A96-3 *	AD-277t1-A97-3	AD-283t1-A99-3	AD-285t2c-A263-10	AD-287t1-A101-3	AD-294t1(dup b4)-A104-3 *	AD-295t1-A105-3	AD-296t21-A106-03 *	AD-299t1-A235-8 *	AD-301t1-A237-8 *	AD-302t3-A238-8 *	AD-304t1-A240-8	AD-305t1-A415-7	AD-308t1-A241-8	AD-309t1-A242-8	AD-311t1-A266-10 *	AD-313t1-A268-10	AD-314t1-A269-10	AD-315t1-A270-10	AD-317t1-A271-10	AD-318t3-A107-3	AD-320t1-A272-10	AD-323t1-A273-10	AD-327t1-A276-10 *	AD-330t2-A279-10	AD-331t1-A219-8	AD-332t1-A220-8	AD-334t1 (d dup)-A221-8 *	AD-335t1-A222-8 *	AD-336t1-A223-8	AD-337t1-A224-8	AD-338t1a-A121-3 *	AD-340t1a-A122-3 *	AD-341t1a-A123-3 *	AD-346t1a-A124-3 *	AD-347t1a-A125-3 *	AD-350t1a-A126-3 *	AD-351t1-A127-3	AD-352t1-A128-3	AD-353t1-A129-3	AD-355t2-A174-4	AD-356t1-A175-4	AD-360t1-A176-A406	AD-361t1-A177-4	AD-362t1-A282-10	AD-363t1-A283-10	AD-366t1-A109-3	AD-367t1-A110-3	AD-368t2-A285-10	AD-370t1x-A112-3	AD-374t1-A114-3	AD-375t1-A115-3 *	AD-379t1-A116-3 *	AD-382t1-A117-3 *	AD-383t1-A118-3 *	AD-384t1-A120-3 *	AD-AD10T1-A389-7	AD-AD15T1-A390-7	AD-AD16T2-A391-7	AD-AD18T1-A392-7	AD-AD19T1-A393-7	AD-AD1T1-A383-7	AD-AD2T1-A384-7	AD-AD31-A289-10	AD-AD3T1-A385-7	AD-AD4T1-A386-7	AD-AD5T1-A387-7	AD-AD7T1-A388-7	NL-1179-A408-7	NL-1675-A409-7	NL-1698-A410-7	NL-1884-A411-7	NL-2378-A412-7	NL-2562-A413-7	NL-268n1-A92-3	NL-279n1-A98-3	NL-3104-A331-6	NL-3681-A332-6	NL-4083-A333-6	NL-4353-A334-6	NL-504-A407?-7	NL-6084-A335-6	NL-6853-A336-6	NL-6943-A337-6	NL-7530-A338-6	SMCL-301-A306-5	SMCL-5937-A307-5	SMCL-SMCL3t1-A290-10	SMCL-SMCL4t1-A354-6	SMCL-SMCL8t1-A356-6	SMCL-SMCL9t1-A357-6	SQ-1174-A317-5	SQ-1670-A318-5	SQ-2557-A320-5	SQ-2572-A321-5	SQ-2921-A322-5	SQ-3197-A323-5	SQ-3529-A324-5	SQ-3624-A325-5	SQ-4172-A326-5	SQ-4389-A327-5	SQ-5897-A328-5	SQ-6147-A329-5	SQ-7324-A416-7	SQ-SQ10t1-A362-6	SQ-SQ13t1-A364-6	SQ-SQ14t1-A365-6	SQ-SQ20t1-A366-6	SQ-SQ4t1-A358-6	SQ-SQ5t1-A359-6	SQ-SQ6t1-A360-6	SQ-SQ8t1-A361-6	COID-1429-A303-5	COID-2260-A304-5	COID-3580-A302-5	COID-4385-A301-5	COID-4518-A305-5	COID-9794-A300-5	COID-COID10t1-A347-6	COID-COID11t1-A348-6	COID-COID12t1-A349-6	COID-COID13t1-A350-6	COID-COID14t1-A351-6	COID-COID16t1-A352-6	COID-COID18t1-A353-6	COID-COID3t1-A340-6	COID-COID4t1-A341-6	COID-COID5t1-A342-6	COID-COID6t1-A343-6	COID-COID7t1-A344-6	COID-COID8t1-A345-6	COID-COID9t1-A346-6
#AD#NL#SMCL#SQ#COID	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
41164_at	7.99515	12.22453	11.06406	12.52293	11.66429	12.46672	12.54957	12.03529	12.38730	11.49700	8.89966	10.03379	11.84444	9.83721	9.17607	11.67893	11.28694	5.82197	9.81646	8.57869	4.39710	10.96099	11.21964	9.50768	12.44114	12.07963	10.98817	9.64000	12.19385	9.45014	11.07670	10.70713	9.24641	10.82922	11.17499	12.20136	12.89507	11.03770	11.12017	10.12335	9.23393	3.79181	9.74539	10.18997	11.96500	11.70948	9.27780	11.04309	11.77101	5.58406	11.76360	12.05818	9.17981	10.21158	11.87385	12.94907	9.66267	12.39372	12.39288	11.91578	10.62287	9.93017	10.92538	9.24247	11.87630	10.98785	10.36623	8.27729	8.55640	12.46577	10.36597	11.42263	12.28225	11.58487	10.29045	6.98993	10.83447	8.46303	7.90084	11.73868	12.38389	10.45228	11.29425	11.10319	10.85797	7.52003	11.88332	9.53933	10.63089	10.13767	11.27255	10.85991	10.35995	12.54316	9.65370	12.00973	10.62931	11.04049	9.31742	11.73675	11.57965	10.61750	9.24433	11.33521	5.44112	10.96772	12.27633	10.62767	9.28147	11.18644	9.54769	9.05018	11.68650	8.62406	10.53485	9.57397	10.12994	10.36985	12.55275	12.45918	11.76333	8.93902	11.36149	12.52445	11.24356	11.23981	10.29965	10.89012	10.41805	12.02517	11.28681	12.04180	11.83375	11.53420	7.13350	9.84378	7.49546	2.39506	8.77472	10.24578	10.08301	10.70772	8.80197	12.44706	8.12784	9.13556	8.69909	8.77643	9.18152	10.49567	10.22384	7.40667	10.57419	8.71631	9.98868	10.01562	11.40064	10.00025	12.51430	12.37500	2.99277	12.36009	11.45516	8.54921	10.09232	11.84927	11.60148	10.93992	11.56791	10.23555	11.69005	8.81070	9.29193	10.69880	11.54332	9.36083	9.68743	7.82909	9.14241	11.11349	8.05257	7.98510	11.30421	4.07818	4.83347	1.99639	4.15754	7.61228	5.55244	3.67093	5.69627	7.72397	2.40923	4.85798	4.37578	8.74961	4.32649	4.27479	5.13375	7.70757	3.76663	9.70701	4.71489
41165_g_at	7.08140	11.76514	10.21403	12.06433	11.14745	12.14287	12.09348	11.58703	11.93328	10.59725	7.72404	9.05492	11.26298	8.62801	8.14001	10.68091	10.30192	2.11103	8.95041	7.86768	3.97158	10.25026	10.14949	8.37773	11.96271	11.54212	10.32000	8.79041	11.53664	8.08162	10.15487	10.27652	8.36947	10.11927	10.53296	11.58954	12.65886	10.22715	10.25498	9.48337	8.51676	3.51349	8.75929	9.21468	11.22772	11.21445	8.07093	10.33564	11.22626	1.07039	11.19150	11.51922	8.43505	9.29453	11.31204	12.41368	8.66803	11.73712	11.91354	11.20758	9.87569	9.17133	9.94039	8.25597	11.21082	10.35191	9.46130	7.20016	7.75243	12.17414	9.36534	10.50326	11.55123	10.62522	9.32616	5.59006	9.83160	7.48365	6.67948	10.99593	11.89432	9.38838	10.34445	10.03587	10.01937	5.37191	11.02129	8.00972	10.01242	8.72277	10.58449	9.92316	9.63410	11.96255	8.93201	11.30882	9.39234	10.16400	8.57875	10.74076	10.53412	9.70037	7.85820	10.36358	4.88044	10.27617	11.62555	9.64655	7.96434	10.27541	8.72141	7.77400	10.69075	7.10355	9.52894	8.95731	9.62339	9.55319	12.24696	11.96893	10.77086	8.14832	10.36155	12.19406	10.44725	10.44015	9.54642	9.51566	9.36973	11.24009	10.48469	11.15059	11.11948	10.60939	4.75862	8.66864	4.43429	5.00172	7.80245	9.54587	8.96139	9.36124	2.82782	12.05724	6.79597	8.10255	7.50882	7.09856	7.91121	9.67174	9.30661	3.88069	9.81620	7.62651	9.04407	8.92861	11.01418	9.21832	12.07039	11.90542	6.96555	11.76084	10.64521	7.57463	9.43630	11.19439	10.74587	10.25580	10.71449	9.35746	10.83950	8.24322	8.37508	9.68161	10.78562	8.29884	8.83093	8.19430	7.97951	10.15850	6.36737	6.87848	10.43227	1.78660	4.47259	3.88850	4.00790	6.53683	5.58967	3.74756	6.04575	3.48156	2.21658	4.43696	4.51845	8.20193	4.61195	4.71352	4.67411	6.36247	3.79559	9.02603	3.46786
41176_at	5.96324	7.79721	7.62538	9.16184	8.90322	7.72451	7.46082	7.31325	7.57732	9.24710	10.45694	6.81186	9.64557	8.24840	9.61281	9.81687	9.54624	6.84712	7.64006	6.85947	8.31651	9.37863	7.93832	10.78954	5.56682	8.24377	8.25141	8.77721	8.50363	7.16802	8.64006	9.67108	8.97269	7.38690	8.43396	9.32267	8.29126	8.48394	8.25224	8.00546	6.71039	5.69794	8.83188	10.01336	7.47776	8.48115	7.44708	8.69929	7.61198	7.56026	9.14333	8.44203	9.97035	6.10014	8.40746	9.93617	7.87983	8.70567	7.59320	7.43563	9.85784	8.44644	7.04144	9.10859	8.37934	6.77834	7.80471	9.28647	10.02807	7.27966	8.78162	6.61883	7.43896	9.45553	6.75662	6.21354	7.59111	8.24527	8.23807	7.77962	7.44696	7.56792	8.97203	7.14792	9.37660	9.53976	9.42181	7.70729	7.28642	9.75949	7.67440	9.03639	6.34820	8.12019	8.01422	7.88429	9.37604	9.30729	7.63339	6.30925	8.56815	6.76487	8.08704	6.93463	6.85779	9.05959	9.42579	7.74329	7.89766	6.73295	8.56735	8.58706	8.69825	6.74019	9.98959	7.72103	8.46050	8.28836	10.78056	5.64155	6.23783	7.61405	7.78826	5.67469	9.62352	7.68965	5.82553	7.26576	9.04982	8.83823	9.73412	9.96662	7.98493	7.95524	8.39592	9.29591	8.63648	6.11873	7.41363	8.85512	7.98271	7.84737	8.67154	8.78391	8.31102	9.58466	8.43108	8.41604	8.76673	8.84332	8.68933	9.09906	8.70726	8.00456	7.95425	8.62589	8.25101	6.94743	6.77518	7.25333	8.19150	8.16877	5.45878	5.92458	6.27984	5.47476	6.15401	7.59261	5.93216	6.93923	5.90521	5.46630	6.71932	6.62000	5.30488	7.12887	5.91767	6.94930	5.86913	5.66477	6.03870	6.36405	5.40395	5.01614	7.06102	5.45648	6.23113	6.63445	7.12629	6.81288	6.04723	6.60095	6.87713	6.25739	7.01892	5.48704	6.15522	5.51317	6.69641	5.76155	6.45253	7.45286	5.73308
41177_at	6.67440	8.40909	8.87361	10.37342	9.74828	8.64162	8.56837	8.03645	8.68231	10.13245	11.02042	7.88377	10.63317	9.63111	10.45589	10.46683	10.62834	7.48788	8.81911	7.87728	9.58822	10.20749	9.12033	11.44816	6.62571	9.26676	9.07756	9.70204	9.61377	8.38340	9.57791	10.47823	9.85460	8.12366	9.50325	10.58349	9.13553	9.45059	9.22236	9.13789	7.73383	6.08979	9.82008	10.73468	8.39622	9.76776	7.95681	9.36245	8.59619	8.70404	10.29767	9.45026	10.70720	7.69912	9.29418	11.02788	8.98888	9.94024	8.77182	8.37855	10.67005	9.37827	8.12799	10.21809	9.70262	7.89315	8.83876	10.35337	10.86815	8.38858	9.91407	7.79740	8.86777	10.28290	7.71720	7.35067	8.45411	9.16232	9.33723	8.88772	8.38690	8.55911	9.89362	8.78411	10.56056	10.25913	10.82702	8.83479	8.38249	10.33792	9.01209	10.07241	7.29875	9.42652	9.28722	9.09979	10.24562	10.46071	8.84101	7.67228	9.73682	7.99865	8.84277	7.88472	7.63818	10.05140	10.22442	8.48740	8.60355	7.66981	9.16704	9.54346	9.66174	7.46201	10.54844	8.76597	9.57635	9.09350	11.34463	6.73145	7.67504	8.62637	9.04139	6.72649	10.35532	8.72707	6.35764	8.47756	10.04390	9.72588	10.45347	10.86017	8.94331	8.62713	9.58783	10.25107	10.01286	6.37921	8.64317	9.73799	9.33773	8.94322	9.81748	9.96921	9.27664	10.50180	9.31372	9.68843	9.88307	10.11782	9.99887	10.19073	9.65741	9.41397	9.38286	9.94705	9.27137	7.98071	7.64010	8.15856	8.99636	9.36599	5.95070	7.18478	7.70701	6.50367	7.85087	8.60892	7.13309	7.98237	6.78869	6.60570	7.89439	7.18537	6.81019	8.11291	7.04341	7.81730	7.34802	6.30232	7.42232	7.62286	6.72914	6.27612	7.23276	6.36667	6.79246	7.09887	7.48010	7.45796	6.56499	8.22226	7.75969	7.07714	7.91845	6.62410	6.85599	6.28651	7.18339	6.72806	7.34926	8.14124	6.75742
41194_at	9.02860	9.22081	9.87408	9.92703	9.33858	9.39579	9.94691	9.19330	9.41290	9.29363	9.10266	9.97807	9.32551	9.14690	9.53819	9.47271	10.24589	9.44517	10.04729	9.22812	10.17908	9.75942	9.18439	9.66130	9.36879	10.08876	9.61209	9.80773	9.81485	9.23304	9.50269	8.94474	9.51916	9.31114	9.27307	9.55098	9.28672	9.13468	9.44894	9.40126	9.51989	8.77073	10.21225	9.35506	8.94913	9.36191	9.59180	9.16101	9.34634	9.33499	9.38301	9.22386	9.62480	9.33058	9.58932	9.26073	9.50920	9.96550	9.55917	9.23821	9.38328	9.39092	9.65249	9.48531	9.87463	9.66521	9.45030	9.42137	9.76854	9.10103	9.57003	9.92197	9.43923	9.40032	9.57552	9.49665	9.20646	10.21569	9.57164	9.65105	9.72734	9.53345	9.38621	9.39373	9.83001	9.09548	9.88957	9.06493	9.61278	9.23072	9.69766	9.90674	9.66288	9.77977	9.71050	9.50956	9.29971	9.90722	9.66831	9.64379	9.02165	9.65753	9.01384	8.97215	8.89960	9.18239	9.17733	9.57129	8.94360	9.41825	9.03067	9.27968	9.73164	9.65348	9.26807	9.80200	9.97453	9.45867	9.29763	9.28107	9.41720	9.28045	9.95981	9.48672	9.46435	9.38857	9.22861	9.54722	9.43944	9.34824	10.17747	9.83730	9.63428	9.72417	9.23290	9.34250	9.70089	9.89096	9.11205	9.64306	9.53928	9.50730	9.58231	9.66012	9.70581	9.63294	9.64796	9.80724	9.70326	9.65910	10.17348	9.25420	9.76139	9.73841	9.40516	9.53310	9.70075	9.87247	9.94438	10.04071	10.29083	9.95455	9.99086	9.40529	10.09727	9.03727	8.89288	9.35548	9.35625	9.93114	9.61862	9.39051	10.00823	9.73140	9.25850	10.02967	9.49619	9.75452	8.84627	9.74853	9.36554	10.03308	9.61167	10.23032	10.37455	10.39113	10.45988	9.61430	10.52434	10.03279	10.27795	10.21336	10.24918	9.87964	10.36738	10.59376	10.59506	10.52921	10.15579	10.07190	10.04066	10.00913	10.55845
41197_at	8.29066	7.89676	7.22159	7.97450	7.86134	7.25795	7.37921	7.51049	7.62139	7.40395	7.34713	7.80839	7.47735	7.88053	7.72472	7.56171	7.44278	7.57614	7.42849	8.00829	7.77212	6.99390	8.28755	7.81890	7.86993	7.76474	7.43342	7.05934	7.89621	8.06846	7.86375	7.93239	6.83023	7.38690	7.53123	8.02154	7.37947	7.35729	7.26068	7.54982	7.94895	7.55467	7.24117	7.07895	7.81474	7.54932	7.95111	7.35050	7.47946	7.69641	7.83314	7.18269	7.36168	7.85848	7.43621	7.33235	7.43029	7.11447	8.13873	7.82807	7.68795	7.38327	7.92873	7.75559	7.43496	7.80213	7.76222	7.70155	8.07644	7.77505	7.46336	7.75629	8.07906	7.39917	7.97114	8.36019	7.35050	7.76640	8.00520	8.06682	8.06342	7.25640	7.57818	8.11150	7.40420	8.33829	7.91247	7.41768	7.71576	7.23993	7.65349	7.03000	7.85692	7.58654	7.39815	7.73998	7.33119	7.81909	8.13689	7.87934	7.00787	7.83460	7.63263	7.87529	7.67271	7.69881	7.56982	7.61202	7.81224	7.77419	7.52716	8.27612	7.98448	7.36497	7.62928	7.11811	8.03381	7.50008	7.21626	7.58661	7.72840	7.97814	7.63873	8.06113	7.59380	7.65148	8.12833	7.86709	7.66512	7.27780	7.29581	7.82381	7.51578	7.78123	7.91779	7.25030	7.92059	7.17153	8.06985	7.44907	7.73579	7.57743	7.53846	7.61890	7.73023	7.66775	7.78188	8.07564	8.07612	8.14970	7.82737	7.91701	7.90845	8.00916	7.73023	7.78293	8.46062	8.42202	8.20296	8.69589	8.69916	8.27146	8.16259	8.22713	8.70898	8.44989	8.16108	8.22853	8.64118	8.46650	7.73857	7.55290	7.73762	8.08172	7.71754	7.85972	8.30200	8.17313	8.24165	7.99531	8.22588	8.23625	8.03006	7.94105	8.70120	8.26529	8.35169	7.80109	8.33851	8.23093	7.94883	8.25522	8.14832	8.28225	8.01240	8.32098	8.19160	8.46209	8.05213	8.02802	7.90905	7.52450	8.26688
41209_at	5.82553	5.42962	5.37573	7.53181	6.20848	6.20026	5.47654	6.55964	4.78031	7.16481	5.30561	6.29728	5.18785	7.21252	6.96075	7.70977	5.17632	5.00135	4.80478	5.82324	4.64414	6.71685	6.89014	6.66562	4.78816	8.48180	6.51199	6.88947	8.60255	4.68032	4.84398	6.70016	4.50016	6.94708	7.25715	5.35403	6.95931	7.28401	6.80439	8.29140	6.48494	6.10685	7.70044	7.21091	6.46679	6.35253	6.30961	6.96162	5.94322	4.00809	6.21432	6.98812	6.38336	5.37434	6.09487	5.30634	7.00977	6.39695	6.33181	5.73417	6.52638	5.68727	6.63938	7.49153	7.34598	6.66974	6.37487	6.10182	5.09635	6.26622	4.71370	4.01436	4.29939	5.53419	6.13955	3.78031	6.73376	3.96625	6.08523	3.19692	6.48663	5.18567	7.70625	6.08810	6.86777	5.93475	5.76421	5.58946	6.60259	7.22997	6.43029	7.15785	5.41549	7.41024	6.55727	6.06307	6.14139	6.93463	8.74313	1.86394	6.13935	8.28900	6.40327	6.65163	5.24679	7.49193	6.88838	6.59522	6.53013	5.94205	6.15725	7.18537	7.89166	5.31488	5.91576	6.98630	7.34775	6.28983	8.34176	4.28762	6.23783	3.36737	3.99594	3.80478	6.07724	5.20653	5.03254	6.29957	7.46524	5.92932	6.70016	8.49494	6.18943	6.16672	0.89530	7.67313	7.73505	6.22014	6.00764	7.87474	7.90653	7.83529	8.45241	7.68692	8.61967	6.83302	7.86450	8.72959	7.65356	8.40642	8.36072	7.06016	7.74994	8.15370	8.12386	7.56423	6.46712	7.00068	6.20183	6.31034	6.53465	6.79090	5.19456	5.65134	5.17792	5.12019	4.99820	6.61912	5.42156	5.63546	5.04396	5.28429	5.30524	5.35014	6.23707	7.05181	4.84699	6.04614	4.80602	4.45220	4.97820	4.89961	5.60925	10.26130	10.06799	11.53842	9.82029	6.45368	10.72718	9.46416	10.77808	10.13723	9.97774	5.87504	5.91504	10.63921	10.07675	10.16851	9.70587	9.53980	5.34908	6.69891	6.73809
41213_at	9.97348	9.35120	10.31437	9.50444	9.57637	9.39330	9.83516	9.85775	10.39148	9.88559	9.05284	9.55155	10.32242	10.00263	9.04587	10.07145	9.95938	9.42294	10.07710	10.27007	10.46713	10.91948	9.48542	10.00889	10.21233	10.34195	9.89716	10.41929	9.11192	10.91436	10.92910	10.03151	10.50663	9.51114	9.86890	10.29760	9.70461	9.10313	9.84883	10.01852	10.17926	9.51987	9.77174	9.84301	8.82807	10.67650	10.12430	9.29687	9.72613	10.41256	10.53150	9.89324	9.71081	9.56253	9.02573	9.78692	9.95073	9.58624	9.48911	9.99894	9.44285	9.84115	9.83325	9.85194	9.91669	10.02324	9.53177	10.43391	9.67454	9.64694	10.31704	10.55402	10.86146	9.91320	9.84615	10.58459	10.18283	9.37977	9.96664	10.74117	9.81417	9.86285	9.65193	10.13915	9.67274	10.01941	10.37502	9.53555	9.93264	9.34221	9.55723	10.34996	9.84296	9.69141	11.33485	10.28464	10.82682	10.58493	9.32856	10.83722	9.66384	10.05420	9.11703	9.90474	9.50727	9.45364	9.54872	9.35585	8.13535	9.98989	9.21672	9.69608	9.43502	9.67947	9.85248	8.34722	10.38263	9.65580	8.98231	10.08466	9.55259	11.35038	10.73199	10.20540	11.10302	9.80231	9.49379	9.45777	9.56666	9.62104	9.71177	9.76376	10.17854	9.27216	9.77749	9.38446	9.89269	9.35863	9.79920	9.90856	9.57650	9.54247	9.81748	9.83403	9.79928	9.63925	9.76919	9.68991	10.03945	9.65910	9.69282	9.89101	9.92735	9.73981	9.64180	10.06210	10.08242	9.57374	9.05327	9.20513	8.54438	9.82879	9.79706	10.78521	9.59647	9.70221	9.88422	9.67460	10.54979	10.64350	10.29649	10.14600	10.28585	9.83340	11.21080	9.19751	8.96506	10.70022	10.14365	10.18834	10.06080	10.36857	11.12839	8.85664	8.55451	9.00211	8.73961	7.56841	8.82480	8.05137	8.96168	8.95768	8.36886	7.86127	8.75044	9.07438	8.97717	9.28907	8.70494	9.13021	7.82864	8.46708	9.17430
41222_at	8.71012	7.83788	7.90177	7.76085	8.09735	8.15517	8.28854	8.10737	7.65381	8.18239	8.71046	7.43246	8.09856	8.27270	7.88136	8.17622	8.32436	7.68982	7.79152	8.20472	8.11247	8.30966	8.20762	8.30328	9.31637	8.45352	8.05813	7.81919	8.59902	6.66718	7.92526	8.26318	8.14098	7.86814	8.18753	9.35187	8.13976	7.95577	8.09302	7.78339	9.12634	8.04051	8.36999	8.25479	7.82750	7.02735	7.65628	8.03122	7.57999	6.99186	8.44795	8.18893	8.72000	7.77485	8.20962	8.15785	8.54543	8.53656	8.21130	8.68954	8.50234	8.10622	8.14649	8.30202	8.49777	8.01405	7.99401	7.18239	7.67160	7.54859	7.59984	8.19153	8.09782	7.71685	8.02553	7.69850	7.72591	7.22207	7.31148	8.59279	8.04674	8.16674	8.13473	8.16807	8.31931	8.66203	8.30606	7.53605	8.40514	7.50176	8.07639	7.97039	8.52853	7.85842	8.24767	8.10816	8.38072	8.69648	8.30275	8.43937	8.39343	7.83460	8.34399	8.51987	8.34259	8.07983	8.46569	8.74559	8.31025	7.07478	8.11504	8.24127	8.83340	8.27349	8.19643	8.05197	8.00680	8.34833	8.08156	7.65878	8.06700	7.47695	8.08775	8.68208	7.81170	7.80080	8.08076	8.18135	8.59973	8.69397	8.09703	8.81388	8.31284	8.36702	7.99095	8.09186	8.50212	8.78598	8.26111	8.13561	7.92594	8.57920	8.36479	8.18100	8.70394	7.15310	8.19604	8.50649	7.87480	8.02370	8.38845	8.11286	8.35953	8.25039	8.38249	7.81340	7.61338	6.64703	7.41337	7.60140	5.86691	7.89476	8.79354	7.52834	8.18145	8.44989	7.99921	8.23721	8.60244	8.31311	7.67638	8.35390	7.54458	8.23707	7.94574	7.06932	8.12985	7.65893	8.81826	8.19140	8.04538	8.23926	8.10790	6.06437	7.43904	6.66548	5.62877	7.09887	7.54882	5.94650	7.89209	6.89664	7.46923	7.29536	6.19219	6.50541	6.31687	6.03562	6.55321	6.37504	5.57592	7.73247	6.70833
41225_at	6.91660	6.09972	6.23477	6.00439	6.60303	5.64760	6.33575	6.63488	6.60851	6.81903	6.61014	5.65621	6.45812	6.59820	6.78470	6.39025	6.62366	6.68384	5.91037	6.57213	6.79973	6.19397	6.80271	7.21723	6.41312	6.32508	5.95000	6.39738	4.93263	5.10936	6.76838	6.62600	6.12681	6.92647	6.48228	6.44427	6.44989	6.16289	6.46434	6.51191	6.57365	6.56742	6.11977	6.48220	6.36580	5.68440	6.36159	5.71672	6.15320	5.71781	7.23429	5.33628	6.71177	6.66278	6.41557	6.56666	6.32553	6.77952	6.12453	5.95722	6.47092	5.94913	6.53263	7.02265	6.90111	6.54048	7.01681	6.62103	6.84093	6.45943	6.13935	6.50605	6.30159	6.77979	6.45730	6.41160	6.14313	6.29205	6.43204	6.01190	6.04056	6.64104	6.43079	6.75596	5.72819	6.74255	7.39159	6.27426	6.80581	6.79025	6.63009	6.46418	5.68818	6.38526	6.62710	6.73023	6.01681	7.45088	6.68489	6.01145	5.92220	6.44328	7.11265	7.01954	6.18130	6.67002	6.55513	7.00607	6.42559	6.38163	5.96116	6.66619	5.29131	6.84197	6.20359	6.43279	6.96728	6.22747	6.46058	6.75556	6.90159	6.86975	6.46801	6.89579	5.94755	6.23907	7.02447	5.72410	5.89966	6.59141	6.36072	7.56682	6.11061	4.13586	6.50526	5.74980	6.71589	6.08831	5.84674	7.07318	6.67976	7.33342	6.99571	6.66050	7.14139	6.86629	7.52341	7.57228	6.67779	7.32733	7.06760	6.71122	6.70681	6.58045	7.04811	7.10476	6.04155	5.77558	6.35032	6.15441	6.51270	5.75756	5.73985	5.62965	6.06437	6.15644	5.68874	5.81839	6.78372	5.90424	5.88557	5.66590	5.19061	5.92695	6.53838	5.50112	4.38336	5.32012	6.02459	5.58045	6.21237	4.36317	6.06846	6.97980	7.18070	7.07414	7.23324	6.96255	6.99639	6.16269	6.72192	6.84975	6.58180	7.48486	8.57531	7.20945	7.32607	7.07211	6.77373	6.59485	7.34163	6.14873	7.37034
